playerID,year,prev_score_1,prev_score_2,prev_score_3,prev_attend,sportsmanship
abrossv01w,2,0.0,0.0,0.0,0.0,0
abrossv01w,3,0.14184397163120568,0.0,0.0,141379.0,0
abrossv01w,4,0.0906832298136646,0.14184397163120568,0.0,120737.0,0
abrossv01w,5,0.09974747474747475,0.0906832298136646,0.14184397163120568,90963.0,0
abrossv01w,6,0.09838646202282567,0.09974747474747475,0.0906832298136646,105525.0,0
abrossv01w,7,0.11068211068211069,0.09838646202282567,0.09974747474747475,106670.0,0
abrossv01w,8,0.09116022099447514,0.11068211068211069,0.09838646202282567,120061.0,0
abrossv01w,9,0.10201660735468565,0.09116022099447514,0.11068211068211069,116383.0,0
adairje01w,11,0.0,0.0,0.0,0.0,0
adamsda01w,11,0.0,0.0,0.0,0.0,0
adamsjo01w,4,0.0,0.0,0.0,98054.0,0
aguilel01w,3,0.0,0.0,0.0,106942.0,0
ajavoma01w,9,0.0,0.0,0.0,57635.0,0
ajavoma01w,10,0.18211920529801323,0.0,0.0,66557.0,0
ajavoma01w,11,0.18568994889267462,0.18211920529801323,0.0,0.0,0
aldrima01w,1,0.0,0.0,0.0,62146.0,0
aldrima01w,2,0.20274653979238752,0.0,0.0,66852.0,0
alhalta01w,2,0.0,0.0,0.0,137532.0,0
allench01w,9,0.0,0.0,0.0,147373.0,0
amachma01w,2,0.0,0.0,0.0,149084.0,0
amachma01w,4,111.1111111111111,0.0,0.0,125793.0,0
amachma01w,6,0.6790402897238569,111.1111111111111,0.0,102433.0,0
ambermo01w,3,0.0,0.0,0.0,114017.0,0
anderam01w,7,0.0,0.0,0.0,121944.0,0
anderch01w,4,0.0,0.0,0.0,126096.0,0
anderch01w,5,0.9917581478061626,0.0,0.0,135490.0,0
anderch01w,6,0.4310264050523791,0.9917581478061626,0.0,129951.0,0
anderch01w,7,0.3452914798206278,0.4310264050523791,0.9917581478061626,115496.0,0
anderch01w,8,0.2129571285210857,0.3452914798206278,0.4310264050523791,107289.0,0
anderjo01w,9,0.0,0.0,0.0,109348.0,0
